7.7,0.705,0.1,2.6,0.084,9,26,0.9976,3.39,0.49,9.7,5
7.9,0.5,0.33,2,0.084,15,143,0.9968,3.2,0.55,9.5,5
7.9,0.49,0.32,1.9,0.082,17,144,0.9968,3.2,0.55,9.5,5
8.2,0.5,0.35,2.9,0.077,21,127,0.9976,3.23,0.62,9.4,5
6.4,0.37,0.25,1.9,0.074,21,49,0.9974,3.57,0.62,9.8,6
6.8,0.63,0.12,3.8,0.099,16,126,0.9969,3.28,0.61,9.5,5
7.6,0.55,0.21,2.2,0.071,7,28,0.9964,3.28,0.55,9.7,5
7.6,0.55,0.21,2.2,0.071,7,28,0.9964,3.28,0.55,9.7,5
7.8,0.59,0.33,2,0.074,24,120,0.9968,3.25,0.54,9.4,5
7.3,0.58,0.3,2.4,0.074,15,55,0.9968,3.46,0.59,10.2,5
11.5,0.3,0.6,2,0.067,12,27,0.9981,3.11,0.97,10.1,6
5.4,0.835,0.08,1.2,0.046,13,93,0.9924,3.57,0.85,13,7
6.9,1.09,0.06,2.1,0.061,12,31,0.9948,3.51,0.43,11.4,4
9.6,0.32,0.47,1.4,0.056,9,24,0.99695,3.22,0.82,10.3,7
8.8,0.37,0.48,2.1,0.097,39,145,0.9975,3.04,1.03,9.3,5
6.8,0.5,0.11,1.5,0.075,16,49,0.99545,3.36,0.79,9.5,5
7,0.42,0.35,1.6,0.088,16,39,0.9961,3.34,0.55,9.2,5
7,0.43,0.36,1.6,0.089,14,37,0.99615,3.34,0.56,9.2,6
12.8,0.3,0.74,2.6,0.095,9,28,0.9994,3.2,0.77,10.8,7
12.8,0.3,0.74,2.6,0.095,9,28,0.9994,3.2,0.77,10.8,7
7.8,0.57,0.31,1.8,0.069,26,120,0.99625,3.29,0.53,9.3,5
7.8,0.44,0.28,2.7,0.1,18,95,0.9966,3.22,0.67,9.4,5
11,0.3,0.58,2.1,0.054,7,19,0.998,3.31,0.88,10.5,7
9.7,0.53,0.6,2,0.039,5,19,0.99585,3.3,0.86,12.4,6
8,0.725,0.24,2.8,0.083,10,62,0.99685,3.35,0.56,10,6
11.6,0.44,0.64,2.1,0.059,5,15,0.998,3.21,0.67,10.2,6
8.2,0.57,0.26,2.2,0.06,28,65,0.9959,3.3,0.43,10.1,5
7.8,0.735,0.08,2.4,0.092,10,41,0.9974,3.24,0.71,9.8,6
7,0.49,0.49,5.6,0.06,26,121,0.9974,3.34,0.76,10.5,5
8.7,0.625,0.16,2,0.101,13,49,0.9962,3.14,0.57,11,5
8.1,0.725,0.22,2.2,0.072,11,41,0.9967,3.36,0.55,9.1,5
7.5,0.49,0.19,1.9,0.076,10,44,0.9957,3.39,0.54,9.7,5
7.8,0.53,0.33,2.4,0.08,24,144,0.99655,3.3,0.6,9.5,5
7.8,0.34,0.37,2,0.082,24,58,0.9964,3.34,0.59,9.4,6
7.4,0.53,0.26,2,0.101,16,72,0.9957,3.15,0.57,9.4,5
6.8,0.61,0.04,1.5,0.057,5,10,0.99525,3.42,0.6,9.5,5
8.6,0.645,0.25,2,0.083,8,28,0.99815,3.28,0.6,10,6
8.4,0.635,0.36,2,0.089,15,55,0.99745,3.31,0.57,10.4,4
7.7,0.43,0.25,2.6,0.073,29,63,0.99615,3.37,0.58,10.5,6
8.9,0.59,0.5,2,0.337,27,81,0.9964,3.04,1.61,9.5,6
9,0.82,0.14,2.6,0.089,9,23,0.9984,3.39,0.63,9.8,5
7.7,0.43,0.25,2.6,0.073,29,63,0.99615,3.37,0.58,10.5,6
6.9,0.52,0.25,2.6,0.081,10,37,0.99685,3.46,0.5,11,5
5.2,0.48,0.04,1.6,0.054,19,106,0.9927,3.54,0.62,12.2,7
8,0.38,0.06,1.8,0.078,12,49,0.99625,3.37,0.52,9.9,6
8.5,0.37,0.2,2.8,0.09,18,58,0.998,3.34,0.7,9.6,6
6.9,0.52,0.25,2.6,0.081,10,37,0.99685,3.46,0.5,11,5
8.2,1,0.09,2.3,0.065,7,37,0.99685,3.32,0.55,9,6
7.2,0.63,0,1.9,0.097,14,38,0.99675,3.37,0.58,9,6
7.2,0.63,0,1.9,0.097,14,38,0.99675,3.37,0.58,9,6
7.2,0.645,0,1.9,0.097,15,39,0.99675,3.37,0.58,9.2,6
7.2,0.63,0,1.9,0.097,14,38,0.99675,3.37,0.58,9,6
8.2,1,0.09,2.3,0.065,7,37,0.99685,3.32,0.55,9,6
8.9,0.635,0.37,1.7,0.263,5,62,0.9971,3,1.09,9.3,5
12,0.38,0.56,2.1,0.093,6,24,0.99925,3.14,0.71,10.9,6
7.7,0.58,0.1,1.8,0.102,28,109,0.99565,3.08,0.49,9.8,6
15,0.21,0.44,2.2,0.075,10,24,1.00005,3.07,0.84,9.2,7
15,0.21,0.44,2.2,0.075,10,24,1.00005,3.07,0.84,9.2,7
7.3,0.66,0,2,0.084,6,23,0.9983,3.61,0.96,9.9,6
7.1,0.68,0.07,1.9,0.075,16,51,0.99685,3.38,0.52,9.5,5
8.2,0.6,0.17,2.3,0.072,11,73,0.9963,3.2,0.45,9.3,5
7.7,0.53,0.06,1.7,0.074,9,39,0.99615,3.35,0.48,9.8,6
7.3,0.66,0,2,0.084,6,23,0.9983,3.61,0.96,9.9,6
10.8,0.32,0.44,1.6,0.063,16,37,0.9985,3.22,0.78,10,6
7.1,0.6,0,1.8,0.074,16,34,0.9972,3.47,0.7,9.9,6
11.1,0.35,0.48,3.1,0.09,5,21,0.9986,3.17,0.53,10.5,5
7.7,0.775,0.42,1.9,0.092,8,86,0.9959,3.23,0.59,9.5,5
7.1,0.6,0,1.8,0.074,16,34,0.9972,3.47,0.7,9.9,6
8,0.57,0.23,3.2,0.073,17,119,0.99675,3.26,0.57,9.3,5
9.4,0.34,0.37,2.2,0.075,5,13,0.998,3.22,0.62,9.2,5
6.6,0.695,0,2.1,0.075,12,56,0.9968,3.49,0.67,9.2,5
7.7,0.41,0.76,1.8,0.611,8,45,0.9968,3.06,1.26,9.4,5
10,0.31,0.47,2.6,0.085,14,33,0.99965,3.36,0.8,10.5,7
7.9,0.33,0.23,1.7,0.077,18,45,0.99625,3.29,0.65,9.3,5
7,0.975,0.04,2,0.087,12,67,0.99565,3.35,0.6,9.4,4
8,0.52,0.03,1.7,0.07,10,35,0.99575,3.34,0.57,10,5
7.9,0.37,0.23,1.8,0.077,23,49,0.9963,3.28,0.67,9.3,5
12.5,0.56,0.49,2.4,0.064,5,27,0.9999,3.08,0.87,10.9,5
11.8,0.26,0.52,1.8,0.071,6,10,0.9968,3.2,0.72,10.2,7
8.1,0.87,0,3.3,0.096,26,61,1.00025,3.6,0.72,9.8,4
7.9,0.35,0.46,3.6,0.078,15,37,0.9973,3.35,0.86,12.8,8
6.9,0.54,0.04,3,0.077,7,27,0.9987,3.69,0.91,9.4,6
11.5,0.18,0.51,4,0.104,4,23,0.9996,3.28,0.97,10.1,6
7.9,0.545,0.06,4,0.087,27,61,0.9965,3.36,0.67,10.7,6
11.5,0.18,0.51,4,0.104,4,23,0.9996,3.28,0.97,10.1,6
10.9,0.37,0.58,4,0.071,17,65,0.99935,3.22,0.78,10.1,5
8.4,0.715,0.2,2.4,0.076,10,38,0.99735,3.31,0.64,9.4,5
7.5,0.65,0.18,7,0.088,27,94,0.99915,3.38,0.77,9.4,5
7.9,0.545,0.06,4,0.087,27,61,0.9965,3.36,0.67,10.7,6
6.9,0.54,0.04,3,0.077,7,27,0.9987,3.69,0.91,9.4,6
11.5,0.18,0.51,4,0.104,4,23,0.9996,3.28,0.97,10.1,6
10.3,0.32,0.45,6.4,0.073,5,13,0.9976,3.23,0.82,12.6,8
8.9,0.4,0.32,5.6,0.087,10,47,0.9991,3.38,0.77,10.5,7
11.4,0.26,0.44,3.6,0.071,6,19,0.9986,3.12,0.82,9.3,6
7.7,0.27,0.68,3.5,0.358,5,10,0.9972,3.25,1.08,9.9,7
7.6,0.52,0.12,3,0.067,12,53,0.9971,3.36,0.57,9.1,5
8.9,0.4,0.32,5.6,0.087,10,47,0.9991,3.38,0.77,10.5,7
9.9,0.59,0.07,3.4,0.102,32,71,1.00015,3.31,0.71,9.8,5
9.9,0.59,0.07,3.4,0.102,32,71,1.00015,3.31,0.71,9.8,5
12,0.45,0.55,2,0.073,25,49,0.9997,3.1,0.76,10.3,6
7.5,0.4,0.12,3,0.092,29,53,0.9967,3.37,0.7,10.3,6
8.7,0.52,0.09,2.5,0.091,20,49,0.9976,3.34,0.86,10.6,7
11.6,0.42,0.53,3.3,0.105,33,98,1.001,3.2,0.95,9.2,5
8.7,0.52,0.09,2.5,0.091,20,49,0.9976,3.34,0.86,10.6,7
11,0.2,0.48,2,0.343,6,18,0.9979,3.3,0.71,10.5,5
10.4,0.55,0.23,2.7,0.091,18,48,0.9994,3.22,0.64,10.3,6
6.9,0.36,0.25,2.4,0.098,5,16,0.9964,3.41,0.6,10.1,6
13.3,0.34,0.52,3.2,0.094,17,53,1.0014,3.05,0.81,9.5,6
10.8,0.5,0.46,2.5,0.073,5,27,1.0001,3.05,0.64,9.5,5
10.6,0.83,0.37,2.6,0.086,26,70,0.9981,3.16,0.52,9.9,5
7.1,0.63,0.06,2,0.083,8,29,0.99855,3.67,0.73,9.6,5
